word	chosen_tier	chosen_attested	also_fits	alternative_split	alt_stem	alt_stem_attested	suspicion
𐤌𐤁𐤏𐤋𐤄	exact	1	proclitic	𐤌 + 𐤁 + 𐤏𐤋𐤄	𐤏𐤋𐤄	165	165.0
𐤅𐤄𐤒𐤅𐤋	exact	1	proclitic	𐤅 + 𐤄 + 𐤒𐤅𐤋	𐤒𐤅𐤋	165	165.0
𐤁𐤌𐤓𐤏𐤄	exact	1	proclitic	𐤁 + 𐤌 + 𐤓𐤏𐤄	𐤓𐤏𐤄	164	164.0
𐤋𐤔𐤌𐤅	exact	1	proclitic	𐤋 + 𐤔𐤌𐤅	𐤔𐤌𐤅	164	164.0
𐤄𐤁𐤍	exact	10	proclitic	𐤄 + 𐤁𐤍	𐤁𐤍	1634	163.4
𐤀𐤕𐤁𐤍	adjacent	10	particle	𐤀𐤕 + 𐤁𐤍	𐤁𐤍	1634	163.4
𐤁𐤁𐤀𐤌	exact	5	proclitic	𐤁 + 𐤁 + 𐤀𐤌	𐤀𐤌	812	162.4
𐤋𐤀𐤋	exact	27	proclitic	𐤋 + 𐤀𐤋	𐤀𐤋	4364	161.6
𐤋𐤔𐤋𐤌𐤋𐤊	adjacent	1	proclitic	𐤋 + 𐤔 + 𐤋𐤌𐤋𐤊	𐤋𐤌𐤋𐤊	161	161.0
𐤅𐤔𐤀𐤅	exact	2	proclitic	𐤅 + 𐤔 + 𐤀𐤅	𐤀𐤅	321	160.5
𐤌𐤄𐤋𐤊	exact	6	proclitic	𐤌 + 𐤄 + 𐤋𐤊	𐤋𐤊	961	160.2
𐤌𐤁𐤀𐤊	plene	1	proclitic	𐤌 + 𐤁 + 𐤀𐤊	𐤀𐤊	158	158.0
𐤔𐤉𐤏𐤔𐤄	exact	1	proclitic	𐤔 + 𐤉𐤏𐤔𐤄	𐤉𐤏𐤔𐤄	158	158.0
𐤊𐤉𐤀𐤌	plene	1	adjacent	𐤊𐤉 + 𐤀𐤌	𐤊𐤉	156	156.0
𐤔𐤀𐤋𐤉	exact	3	proclitic	𐤔 + 𐤀𐤋𐤉	𐤀𐤋𐤉	466	155.3
𐤏𐤋𐤊𐤍	plene	1	adjacent	𐤏𐤋 + 𐤊𐤍	𐤏𐤋	154	154.0
𐤌𐤀𐤔	exact	1	proclitic	𐤌 + 𐤀𐤔	𐤀𐤔	154	154.0
𐤌𐤄𐤉𐤅𐤌	exact	3	proclitic	𐤌 + 𐤄𐤉𐤅𐤌	𐤄𐤉𐤅𐤌	457	152.3
𐤋𐤌𐤀𐤅𐤕	exact	2	proclitic	𐤋 + 𐤌𐤀𐤅𐤕	𐤌𐤀𐤅𐤕	301	150.5
𐤄𐤀𐤋	exact	29	proclitic	𐤄 + 𐤀𐤋	𐤀𐤋	4364	150.5
𐤊𐤋𐤌𐤄	exact	3	proclitic	𐤊 + 𐤋 + 𐤌𐤄	𐤌𐤄	451	150.3
𐤊𐤔𐤌	exact	5	proclitic	𐤊 + 𐤔𐤌	𐤔𐤌	748	149.6
𐤋𐤃𐤁𐤓𐤉	exact	2	proclitic	𐤋 + 𐤃𐤁𐤓𐤉	𐤃𐤁𐤓𐤉	299	149.5
𐤌𐤔𐤋𐤉	exact	5	proclitic	𐤌 + 𐤔 + 𐤋𐤉	𐤋𐤉	747	149.4
𐤁𐤁𐤋𐤉	exact	5	proclitic	𐤁 + 𐤁 + 𐤋𐤉	𐤋𐤉	747	149.4
𐤄𐤀𐤍𐤊𐤉	exact	2	proclitic	𐤄 + 𐤀𐤍𐤊𐤉	𐤀𐤍𐤊𐤉	293	146.5
𐤅𐤁𐤉𐤌𐤉𐤌	exact	2	proclitic	𐤅 + 𐤁 + 𐤉𐤌𐤉𐤌	𐤉𐤌𐤉𐤌	292	146.0
𐤁𐤋𐤉𐤌𐤉𐤌	adjacent	2	proclitic	𐤁 + 𐤋 + 𐤉𐤌𐤉𐤌	𐤉𐤌𐤉𐤌	292	146.0
𐤁𐤊𐤋𐤌𐤄	exact	1	proclitic	𐤁 + 𐤊 + 𐤋𐤌𐤄	𐤋𐤌𐤄	145	145.0
𐤄𐤌𐤔𐤋𐤇	exact	1	proclitic	𐤄 + 𐤌 + 𐤔𐤋𐤇	𐤔𐤋𐤇	144	144.0
𐤁𐤋𐤁𐤄	exact	2	proclitic	𐤁 + 𐤋 + 𐤁𐤄	𐤁𐤄	288	144.0
𐤅𐤌𐤉𐤌𐤉	exact	1	proclitic	𐤅 + 𐤌 + 𐤉𐤌𐤉	𐤉𐤌𐤉	144	144.0
𐤅𐤊𐤉𐤌𐤉	exact	1	proclitic	𐤅 + 𐤊 + 𐤉𐤌𐤉	𐤉𐤌𐤉	144	144.0
𐤅𐤋𐤔𐤋𐤇	exact	1	proclitic	𐤅 + 𐤋 + 𐤔𐤋𐤇	𐤔𐤋𐤇	144	144.0
𐤊𐤀𐤋𐤐	exact	2	proclitic	𐤊 + 𐤀𐤋𐤐	𐤀𐤋𐤐	287	143.5
𐤅𐤌𐤕𐤇𐤕	exact	2	proclitic	𐤅 + 𐤌 + 𐤕𐤇𐤕	𐤕𐤇𐤕	279	139.5
𐤌𐤀𐤁𐤓𐤄𐤌	exact	1	proclitic	𐤌 + 𐤀𐤁𐤓𐤄𐤌	𐤀𐤁𐤓𐤄𐤌	139	139.0
𐤋𐤁𐤓𐤏	adjacent	1	proclitic	𐤋 + 𐤁 + 𐤓𐤏	𐤓𐤏	139	139.0
𐤅𐤌𐤏𐤉𐤓	plene	1	proclitic	𐤅 + 𐤌 + 𐤏𐤉𐤓	𐤏𐤉𐤓	138	138.0
𐤌𐤌𐤏𐤋	exact	26	proclitic	𐤌 + 𐤌 + 𐤏𐤋	𐤏𐤋	3565	137.1
𐤋𐤉𐤃𐤉	exact	1	proclitic	𐤋 + 𐤉𐤃𐤉	𐤉𐤃𐤉	137	137.0
𐤁𐤏𐤔𐤓	exact	2	proclitic	𐤁 + 𐤏𐤔𐤓	𐤏𐤔𐤓	274	137.0
𐤀𐤕𐤄𐤉𐤌𐤉𐤌	adjacent	1	particle	𐤀𐤕 + 𐤄𐤉𐤌𐤉𐤌	𐤄𐤉𐤌𐤉𐤌	136	136.0
𐤌𐤌𐤔𐤐𐤈	plene	1	proclitic	𐤌 + 𐤌𐤔𐤐𐤈	𐤌𐤔𐤐𐤈	136	136.0
𐤅𐤋𐤐𐤕𐤇	exact	1	proclitic	𐤅 + 𐤋 + 𐤐𐤕𐤇	𐤐𐤕𐤇	135	135.0
𐤅𐤂𐤅𐤉𐤌	exact	1	proclitic	𐤅 + 𐤂𐤅𐤉𐤌	𐤂𐤅𐤉𐤌	135	135.0
𐤄𐤅𐤁𐤀	exact	2	proclitic	𐤄 + 𐤅 + 𐤁𐤀	𐤁𐤀	268	134.0
𐤅𐤁𐤁𐤀	exact	2	proclitic	𐤅 + 𐤁 + 𐤁𐤀	𐤁𐤀	268	134.0
𐤊𐤋𐤔𐤏𐤓	adjacent	1	proclitic	𐤊 + 𐤋 + 𐤔𐤏𐤓	𐤔𐤏𐤓	134	134.0
𐤄𐤊𐤍	exact	4	proclitic	𐤄 + 𐤊𐤍	𐤊𐤍	534	133.5
𐤅𐤀𐤋𐤄𐤉𐤌	exact	5	proclitic	𐤅 + 𐤀𐤋𐤄𐤉𐤌	𐤀𐤋𐤄𐤉𐤌	665	133.0
𐤊𐤋𐤀𐤋𐤄𐤉𐤌	adjacent	5	proclitic	𐤊 + 𐤋 + 𐤀𐤋𐤄𐤉𐤌	𐤀𐤋𐤄𐤉𐤌	665	133.0
𐤅𐤄𐤃𐤁𐤓	exact	6	proclitic	𐤅 + 𐤄 + 𐤃𐤁𐤓	𐤃𐤁𐤓	796	132.7
𐤁𐤋𐤀	exact	25	proclitic	𐤁 + 𐤋𐤀	𐤋𐤀	3316	132.6
𐤅𐤁𐤋𐤀	plene	25	proclitic	𐤅 + 𐤁 + 𐤋𐤀	𐤋𐤀	3316	132.6
𐤋𐤌𐤏𐤔𐤄	exact	4	proclitic	𐤋 + 𐤌 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	132.3
𐤌𐤋𐤁𐤌	exact	1	proclitic	𐤌 + 𐤋 + 𐤁𐤌	𐤁𐤌	132	132.0
𐤄𐤀𐤔𐤅𐤓	plene	1	proclitic	𐤄 + 𐤀𐤔𐤅𐤓	𐤀𐤔𐤅𐤓	131	131.0
𐤌𐤄𐤉𐤕𐤍	adjacent	1	proclitic	𐤌 + 𐤄 + 𐤉𐤕𐤍	𐤉𐤕𐤍	130	130.0
𐤁𐤉𐤕𐤍	exact	1	proclitic	𐤁 + 𐤉𐤕𐤍	𐤉𐤕𐤍	130	130.0
𐤅𐤋𐤌𐤉	exact	3	proclitic	𐤅 + 𐤋 + 𐤌𐤉	𐤌𐤉	390	130.0
𐤄𐤊𐤄𐤍𐤄	exact	4	proclitic	𐤄 + 𐤊 + 𐤄𐤍𐤄	𐤄𐤍𐤄	516	129.0
𐤅𐤄𐤇𐤉	exact	1	proclitic	𐤅 + 𐤄 + 𐤇𐤉	𐤇𐤉	129	129.0
𐤁𐤇𐤉	exact	1	proclitic	𐤁 + 𐤇𐤉	𐤇𐤉	129	129.0
𐤅𐤁𐤁𐤉𐤕	exact	8	proclitic	𐤅 + 𐤁 + 𐤁𐤉𐤕	𐤁𐤉𐤕	1025	128.1
𐤁𐤔𐤊𐤋𐤉	plene	1	proclitic	𐤁 + 𐤔 + 𐤊𐤋𐤉	𐤊𐤋𐤉	128	128.0
𐤊𐤋𐤊𐤋𐤉	plene	1	proclitic	𐤊 + 𐤋 + 𐤊𐤋𐤉	𐤊𐤋𐤉	128	128.0
𐤄𐤔𐤊𐤋𐤉	plene	1	proclitic	𐤄 + 𐤔 + 𐤊𐤋𐤉	𐤊𐤋𐤉	128	128.0
𐤅𐤄𐤀𐤇𐤃	exact	4	proclitic	𐤅 + 𐤄 + 𐤀𐤇𐤃	𐤀𐤇𐤃	498	124.5
𐤌𐤀𐤇𐤃	exact	4	proclitic	𐤌 + 𐤀𐤇𐤃	𐤀𐤇𐤃	498	124.5
𐤋𐤁𐤀𐤇𐤃	adjacent	4	proclitic	𐤋 + 𐤁 + 𐤀𐤇𐤃	𐤀𐤇𐤃	498	124.5
𐤅𐤁𐤉𐤔𐤁	plene	1	proclitic	𐤅 + 𐤁 + 𐤉𐤔𐤁	𐤉𐤔𐤁	124	124.0
𐤅𐤄𐤌𐤅𐤕	exact	1	proclitic	𐤅 + 𐤄 + 𐤌𐤅𐤕	𐤌𐤅𐤕	124	124.0
𐤅𐤄𐤉𐤔𐤁	exact	1	proclitic	𐤅 + 𐤄 + 𐤉𐤔𐤁	𐤉𐤔𐤁	124	124.0
𐤊𐤉𐤋𐤀	plene	2	adjacent	𐤊𐤉 + 𐤋𐤀	𐤊𐤉	246	123.0
𐤅𐤋𐤀𐤃𐤌	exact	3	proclitic	𐤅 + 𐤋 + 𐤀𐤃𐤌	𐤀𐤃𐤌	366	122.0
𐤌𐤁𐤏𐤋𐤉	exact	2	proclitic	𐤌 + 𐤁 + 𐤏𐤋𐤉	𐤏𐤋𐤉	243	121.5
𐤅𐤋𐤁𐤅	exact	3	proclitic	𐤅 + 𐤋 + 𐤁𐤅	𐤁𐤅	364	121.3
𐤅𐤄𐤋𐤇𐤌	exact	2	proclitic	𐤅 + 𐤄 + 𐤋𐤇𐤌	𐤋𐤇𐤌	242	121.0
𐤅𐤌𐤁𐤔𐤓	plene	1	proclitic	𐤅 + 𐤌 + 𐤁𐤔𐤓	𐤁𐤔𐤓	119	119.0
𐤅𐤄𐤏𐤁𐤃	exact	1	proclitic	𐤅 + 𐤄 + 𐤏𐤁𐤃	𐤏𐤁𐤃	119	119.0
𐤄𐤌𐤁𐤔𐤓	exact	1	proclitic	𐤄 + 𐤌 + 𐤁𐤔𐤓	𐤁𐤔𐤓	119	119.0
𐤌𐤁𐤒𐤓	exact	1	proclitic	𐤌 + 𐤁𐤒𐤓	𐤁𐤒𐤓	119	119.0
𐤄𐤌𐤄𐤋𐤊	exact	1	proclitic	𐤄 + 𐤌 + 𐤄𐤋𐤊	𐤄𐤋𐤊	119	119.0
𐤅𐤄𐤔𐤌𐤉𐤌	exact	2	proclitic	𐤅 + 𐤄𐤔𐤌𐤉𐤌	𐤄𐤔𐤌𐤉𐤌	236	118.0
𐤔𐤀𐤋	exact	37	proclitic	𐤔 + 𐤀𐤋	𐤀𐤋	4364	117.9
𐤌𐤄𐤋𐤍𐤅	adjacent	2	proclitic	𐤌 + 𐤄 + 𐤋𐤍𐤅	𐤋𐤍𐤅	235	117.5
𐤋𐤊𐤋𐤍𐤅	exact	2	proclitic	𐤋 + 𐤊 + 𐤋𐤍𐤅	𐤋𐤍𐤅	235	117.5
𐤄𐤌𐤋𐤍𐤅	plene	2	proclitic	𐤄 + 𐤌 + 𐤋𐤍𐤅	𐤋𐤍𐤅	235	117.5
𐤌𐤔𐤁𐤏𐤕	plene	1	proclitic	𐤌 + 𐤔𐤁𐤏𐤕	𐤔𐤁𐤏𐤕	117	117.0
𐤄𐤌𐤉𐤃𐤏	plene	1	proclitic	𐤄 + 𐤌 + 𐤉𐤃𐤏	𐤉𐤃𐤏	115	115.0
𐤌𐤀𐤕𐤊𐤌	exact	3	proclitic	𐤌 + 𐤀𐤕𐤊𐤌	𐤀𐤕𐤊𐤌	345	115.0
𐤄𐤌𐤎𐤐𐤓	exact	1	proclitic	𐤄 + 𐤌 + 𐤎𐤐𐤓	𐤎𐤐𐤓	115	115.0
𐤊𐤎𐤐𐤓	exact	1	proclitic	𐤊 + 𐤎𐤐𐤓	𐤎𐤐𐤓	115	115.0
𐤋𐤔𐤋𐤔𐤉𐤌	plene	1	proclitic	𐤋 + 𐤔𐤋𐤔𐤉𐤌	𐤔𐤋𐤔𐤉𐤌	114	114.0
𐤋𐤉𐤔𐤁𐤉	exact	1	proclitic	𐤋 + 𐤉𐤔𐤁𐤉	𐤉𐤔𐤁𐤉	114	114.0
𐤌𐤉𐤔𐤁𐤉	exact	1	proclitic	𐤌 + 𐤉𐤔𐤁𐤉	𐤉𐤔𐤁𐤉	114	114.0
𐤅𐤄𐤓𐤔𐤏	exact	1	proclitic	𐤅 + 𐤄 + 𐤓𐤔𐤏	𐤓𐤔𐤏	110	110.0
𐤊𐤀𐤍𐤔𐤉𐤌	exact	1	proclitic	𐤊 + 𐤀𐤍𐤔𐤉𐤌	𐤀𐤍𐤔𐤉𐤌	110	110.0
𐤅𐤁𐤁𐤉𐤕𐤅	exact	1	proclitic	𐤅 + 𐤁 + 𐤁𐤉𐤕𐤅	𐤁𐤉𐤕𐤅	109	109.0
𐤊𐤁𐤓𐤒	exact	1	proclitic	𐤊 + 𐤁 + 𐤓𐤒	𐤓𐤒	109	109.0
𐤌𐤔𐤋𐤔	exact	1	proclitic	𐤌 + 𐤔𐤋𐤔	𐤔𐤋𐤔	109	109.0
𐤊𐤌𐤔𐤋𐤔	exact	1	proclitic	𐤊 + 𐤌 + 𐤔𐤋𐤔	𐤔𐤋𐤔	109	109.0
𐤅𐤌𐤌𐤏𐤋	exact	2	proclitic	𐤅 + 𐤌 + 𐤌𐤏𐤋	𐤌𐤏𐤋	216	108.0
𐤋𐤆𐤄	exact	3	proclitic	𐤋 + 𐤆𐤄	𐤆𐤄	322	107.3
𐤁𐤅𐤆𐤄	exact	3	proclitic	𐤁 + 𐤅 + 𐤆𐤄	𐤆𐤄	322	107.3
𐤄𐤋𐤆𐤄	exact	3	proclitic	𐤄 + 𐤋 + 𐤆𐤄	𐤆𐤄	322	107.3
𐤅𐤊𐤆𐤄	exact	3	proclitic	𐤅 + 𐤊 + 𐤆𐤄	𐤆𐤄	322	107.3
𐤁𐤏𐤅𐤋𐤌	plene	2	proclitic	𐤁 + 𐤏𐤅𐤋𐤌	𐤏𐤅𐤋𐤌	214	107.0
𐤅𐤁𐤏𐤅𐤋𐤌	plene	2	proclitic	𐤅 + 𐤁 + 𐤏𐤅𐤋𐤌	𐤏𐤅𐤋𐤌	214	107.0
𐤅𐤌𐤏𐤅𐤋𐤌	exact	2	proclitic	𐤅 + 𐤌 + 𐤏𐤅𐤋𐤌	𐤏𐤅𐤋𐤌	214	107.0
𐤅𐤋𐤊𐤍	exact	5	proclitic	𐤅 + 𐤋 + 𐤊𐤍	𐤊𐤍	534	106.8
𐤅𐤔𐤊𐤍	exact	5	proclitic	𐤅 + 𐤔 + 𐤊𐤍	𐤊𐤍	534	106.8
𐤅𐤋𐤉	exact	7	proclitic	𐤅 + 𐤋𐤉	𐤋𐤉	747	106.7
𐤊𐤊𐤋𐤉	exact	7	proclitic	𐤊 + 𐤊 + 𐤋𐤉	𐤋𐤉	747	106.7
𐤌𐤓𐤅𐤇	exact	2	proclitic	𐤌 + 𐤓𐤅𐤇	𐤓𐤅𐤇	213	106.5
𐤅𐤋𐤔𐤍𐤄	plene	4	proclitic	𐤅 + 𐤋 + 𐤔𐤍𐤄	𐤔𐤍𐤄	425	106.3
𐤊𐤋𐤏𐤔𐤄	adjacent	5	proclitic	𐤊 + 𐤋 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	105.8
𐤋𐤏𐤔𐤄	exact	5	proclitic	𐤋 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	105.8
𐤊𐤉𐤄𐤉𐤄	plene	4	proclitic	𐤊 + 𐤉𐤄𐤉𐤄	𐤉𐤄𐤉𐤄	422	105.5
𐤅𐤀𐤁𐤉𐤊	exact	1	proclitic	𐤅 + 𐤀𐤁𐤉𐤊	𐤀𐤁𐤉𐤊	105	105.0
𐤅𐤋𐤓𐤔𐤏𐤉𐤌	exact	1	proclitic	𐤅 + 𐤋 + 𐤓𐤔𐤏𐤉𐤌	𐤓𐤔𐤏𐤉𐤌	104	104.0
𐤔𐤋𐤅	exact	11	proclitic	𐤔 + 𐤋𐤅	𐤋𐤅	1138	103.5
𐤊𐤄𐤍𐤄	exact	5	proclitic	𐤊 + 𐤄𐤍𐤄	𐤄𐤍𐤄	516	103.2
𐤊𐤓𐤀𐤔𐤉	plene	1	proclitic	𐤊 + 𐤓𐤀𐤔𐤉	𐤓𐤀𐤔𐤉	103	103.0
𐤁𐤉𐤅𐤎𐤐	plene	2	proclitic	𐤁 + 𐤉𐤅𐤎𐤐	𐤉𐤅𐤎𐤐	203	101.5
𐤊𐤋𐤄𐤓𐤏	adjacent	1	proclitic	𐤊 + 𐤋 + 𐤄𐤓𐤏	𐤄𐤓𐤏	101	101.0
𐤁𐤀𐤇𐤓	plene	1	proclitic	𐤁 + 𐤀𐤇𐤓	𐤀𐤇𐤓	101	101.0
𐤁𐤊𐤋𐤌	exact	1	proclitic	𐤁 + 𐤊𐤋𐤌	𐤊𐤋𐤌	101	101.0
𐤄𐤊𐤋𐤌	exact	1	proclitic	𐤄 + 𐤊𐤋𐤌	𐤊𐤋𐤌	101	101.0
𐤅𐤁𐤋𐤁	exact	2	proclitic	𐤅 + 𐤁 + 𐤋𐤁	𐤋𐤁	200	100.0
𐤌𐤋𐤁	exact	2	proclitic	𐤌 + 𐤋𐤁	𐤋𐤁	200	100.0
𐤀𐤕𐤀𐤇𐤃	adjacent	5	particle	𐤀𐤕 + 𐤀𐤇𐤃	𐤀𐤇𐤃	498	99.6
𐤊𐤋𐤈𐤅𐤁	adjacent	3	proclitic	𐤊 + 𐤋 + 𐤈𐤅𐤁	𐤈𐤅𐤁	298	99.3
𐤅𐤋𐤇𐤌𐤔𐤉𐤌	plene	1	proclitic	𐤅 + 𐤋 + 𐤇𐤌𐤔𐤉𐤌	𐤇𐤌𐤔𐤉𐤌	99	99.0
𐤁𐤔𐤀𐤅𐤋	exact	4	proclitic	𐤁 + 𐤔𐤀𐤅𐤋	𐤔𐤀𐤅𐤋	394	98.5
𐤋𐤀𐤔𐤕	exact	1	proclitic	𐤋 + 𐤀𐤔𐤕	𐤀𐤔𐤕	98	98.0
𐤌𐤄𐤄𐤉𐤀	adjacent	2	proclitic	𐤌 + 𐤄 + 𐤄𐤉𐤀	𐤄𐤉𐤀	193	96.5
𐤁𐤀𐤔𐤄	exact	2	proclitic	𐤁 + 𐤀𐤔𐤄	𐤀𐤔𐤄	192	96.0
𐤔𐤊𐤁𐤄	exact	3	proclitic	𐤔 + 𐤊 + 𐤁𐤄	𐤁𐤄	288	96.0
𐤌𐤇𐤌𐤔	exact	1	proclitic	𐤌 + 𐤇𐤌𐤔	𐤇𐤌𐤔	96	96.0
𐤅𐤁𐤄	exact	3	proclitic	𐤅 + 𐤁𐤄	𐤁𐤄	288	96.0
𐤄𐤏𐤔𐤓𐤄	exact	2	proclitic	𐤄 + 𐤏𐤔𐤓𐤄	𐤏𐤔𐤓𐤄	191	95.5
𐤅𐤄𐤀𐤋𐤄𐤉𐤌	exact	7	proclitic	𐤅 + 𐤄 + 𐤀𐤋𐤄𐤉𐤌	𐤀𐤋𐤄𐤉𐤌	665	95.0
𐤀𐤕𐤀𐤋𐤄𐤉𐤌	adjacent	7	particle	𐤀𐤕 + 𐤀𐤋𐤄𐤉𐤌	𐤀𐤋𐤄𐤉𐤌	665	95.0
𐤅𐤀𐤌𐤅𐤕	exact	1	proclitic	𐤅 + 𐤀𐤌𐤅𐤕	𐤀𐤌𐤅𐤕	94	94.0
𐤄𐤁𐤏𐤋	exact	38	proclitic	𐤄 + 𐤁 + 𐤏𐤋	𐤏𐤋	3565	93.8
𐤅𐤌𐤔𐤌	exact	8	proclitic	𐤅 + 𐤌 + 𐤔𐤌	𐤔𐤌	748	93.5
𐤋𐤄𐤔𐤁𐤏	exact	2	proclitic	𐤋 + 𐤄 + 𐤔𐤁𐤏	𐤔𐤁𐤏	187	93.5
𐤁𐤌𐤒𐤃𐤔	exact	2	proclitic	𐤁 + 𐤌 + 𐤒𐤃𐤔	𐤒𐤃𐤔	186	93.0
𐤅𐤋𐤀𐤌𐤄	exact	1	proclitic	𐤅 + 𐤋 + 𐤀𐤌𐤄	𐤀𐤌𐤄	93	93.0
𐤊𐤀𐤓𐤁𐤏𐤉𐤌	exact	1	proclitic	𐤊 + 𐤀𐤓𐤁𐤏𐤉𐤌	𐤀𐤓𐤁𐤏𐤉𐤌	93	93.0
𐤅𐤌𐤒𐤃𐤔	exact	2	proclitic	𐤅 + 𐤌 + 𐤒𐤃𐤔	𐤒𐤃𐤔	186	93.0
𐤅𐤋𐤀𐤋𐤄	exact	4	proclitic	𐤅 + 𐤋 + 𐤀𐤋𐤄	𐤀𐤋𐤄	370	92.5
𐤀𐤕𐤄𐤉𐤅𐤌	plene	5	particle	𐤀𐤕 + 𐤄𐤉𐤅𐤌	𐤄𐤉𐤅𐤌	457	91.4
𐤀𐤕𐤔𐤓	adjacent	1	particle	𐤀𐤕 + 𐤔𐤓	𐤔𐤓	91	91.0
𐤌𐤉𐤏𐤒𐤁	exact	3	proclitic	𐤌 + 𐤉𐤏𐤒𐤁	𐤉𐤏𐤒𐤁	270	90.0
𐤅𐤄𐤂𐤃𐤅𐤋	exact	2	proclitic	𐤅 + 𐤄 + 𐤂𐤃𐤅𐤋	𐤂𐤃𐤅𐤋	179	89.5
𐤔𐤀𐤍𐤇𐤍𐤅	plene	1	proclitic	𐤔 + 𐤀𐤍𐤇𐤍𐤅	𐤀𐤍𐤇𐤍𐤅	89	89.0
𐤄𐤏𐤔𐤄	exact	6	proclitic	𐤄 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	88.2
𐤌𐤄𐤏𐤔𐤄	adjacent	6	proclitic	𐤌 + 𐤄 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	88.2
𐤁𐤌𐤏𐤔𐤄	exact	6	proclitic	𐤁 + 𐤌 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	88.2
𐤅𐤄𐤏𐤔𐤄	plene	6	proclitic	𐤅 + 𐤄 + 𐤏𐤔𐤄	𐤏𐤔𐤄	529	88.2
𐤌𐤄𐤆𐤄	adjacent	8	proclitic	𐤌 + 𐤄𐤆𐤄	𐤄𐤆𐤄	704	88.0
𐤏𐤃𐤄𐤉𐤅𐤌	plene	1	adjacent	𐤏𐤃 + 𐤄𐤉𐤅𐤌	𐤄𐤉𐤅𐤌	88	88.0
𐤊𐤒𐤓𐤀	exact	1	proclitic	𐤊 + 𐤒𐤓𐤀	𐤒𐤓𐤀	88	88.0
𐤁𐤀𐤋𐤄𐤉𐤍𐤅	exact	2	proclitic	𐤁 + 𐤀𐤋𐤄𐤉𐤍𐤅	𐤀𐤋𐤄𐤉𐤍𐤅	174	87.0
𐤅𐤀𐤋𐤄𐤉𐤍𐤅	exact	2	proclitic	𐤅 + 𐤀𐤋𐤄𐤉𐤍𐤅	𐤀𐤋𐤄𐤉𐤍𐤅	174	87.0
𐤊𐤀𐤇𐤕	exact	2	proclitic	𐤊 + 𐤀𐤇𐤕	𐤀𐤇𐤕	173	86.5
𐤅𐤁𐤊𐤁𐤅𐤃	plene	1	proclitic	𐤅 + 𐤁 + 𐤊𐤁𐤅𐤃	𐤊𐤁𐤅𐤃	86	86.0
𐤄𐤋𐤁𐤉𐤍	plene	2	proclitic	𐤄 + 𐤋 + 𐤁𐤉𐤍	𐤁𐤉𐤍	172	86.0
𐤌𐤍𐤐𐤔𐤅	plene	1	proclitic	𐤌 + 𐤍𐤐𐤔𐤅	𐤍𐤐𐤔𐤅	86	86.0
𐤁𐤏𐤋𐤉𐤄	exact	2	proclitic	𐤁 + 𐤏𐤋𐤉𐤄	𐤏𐤋𐤉𐤄	172	86.0
𐤅𐤄𐤊𐤁𐤅𐤃	exact	1	proclitic	𐤅 + 𐤄 + 𐤊𐤁𐤅𐤃	𐤊𐤁𐤅𐤃	86	86.0
𐤅𐤔𐤒𐤓	exact	1	proclitic	𐤅 + 𐤔𐤒𐤓	𐤔𐤒𐤓	86	86.0
𐤅𐤌𐤌𐤍𐤅	exact	2	proclitic	𐤅 + 𐤌𐤌𐤍𐤅	𐤌𐤌𐤍𐤅	171	85.5
𐤔𐤉𐤄𐤉𐤄	exact	5	proclitic	𐤔 + 𐤉𐤄𐤉𐤄	𐤉𐤄𐤉𐤄	422	84.4
𐤀𐤕𐤌𐤒𐤅𐤌	adjacent	1	particle	𐤀𐤕 + 𐤌𐤒𐤅𐤌	𐤌𐤒𐤅𐤌	84	84.0
𐤄𐤌𐤅𐤏𐤃	exact	3	proclitic	𐤄 + 𐤌 + 𐤅𐤏𐤃	𐤅𐤏𐤃	250	83.3
𐤄𐤅𐤔𐤌	plene	9	proclitic	𐤄 + 𐤅 + 𐤔𐤌	𐤔𐤌	748	83.1
𐤄𐤔𐤌	exact	9	proclitic	𐤄 + 𐤔𐤌	𐤔𐤌	748	83.1
𐤌𐤄𐤔𐤌𐤊	adjacent	1	proclitic	𐤌 + 𐤄 + 𐤔𐤌𐤊	𐤔𐤌𐤊	82	82.0
𐤁𐤉𐤑𐤇𐤒	exact	1	proclitic	𐤁 + 𐤉𐤑𐤇𐤒	𐤉𐤑𐤇𐤒	82	82.0
𐤌𐤔𐤋𐤅	exact	14	proclitic	𐤌 + 𐤔 + 𐤋𐤅	𐤋𐤅	1138	81.3
𐤁𐤁𐤍𐤉	exact	21	proclitic	𐤁 + 𐤁𐤍𐤉	𐤁𐤍𐤉	1705	81.2
𐤋𐤁𐤏𐤋𐤉	plene	3	proclitic	𐤋 + 𐤁 + 𐤏𐤋𐤉	𐤏𐤋𐤉	243	81.0
𐤋𐤔𐤋𐤇𐤌	exact	3	proclitic	𐤋 + 𐤔 + 𐤋𐤇𐤌	𐤋𐤇𐤌	242	80.7
𐤅𐤏𐤋𐤉𐤅	exact	5	proclitic	𐤅 + 𐤏𐤋𐤉𐤅	𐤏𐤋𐤉𐤅	403	80.6
